"Location.ID","Latitude","Longitude"
"L52910669",41.1726,-72.3649
"L53345309",36.71892,-76.25576
"L53345353",36.72007,-76.25356
"L53345155",36.71798,-76.25656
"L53345394",36.72003,-76.25268
"L54015808",32.319894,-80.865244
"L52902291",37.23187,-77.365733
"L29014757",37.176964,-76.539393
"L268182",32.1479988,-80.4559021
"L269267",32.1584015,-80.4525986
"L527427",37.538526,-77.271721
"L268168",32.1479988,-80.4617996
"L268171",32.1473007,-80.4573975
"L268165",32.1467018,-80.4627991
"L268170",32.1475983,-80.4573975
"L571386",40.55485,-73.28347
"L571383",40.5576,-73.2883
"L571385",40.555,-73.28343
"L571392",40.55443,-73.28253
"L269238",32.1473999,-80.4554977
"L268163",32.1459999,-80.4655991
"L571387",40.5546,-73.28333
"L11248326",37.766513,-77.566862
"L344533",32.1590004,-80.3454971
"L11151799",37.839798,-76.331404
"L11146523",37.839583,-76.33108
"L14064148",37.068028,-76.363011
"L627853",36.9375613,-76.5075231
"L268167",32.1478004,-80.4634018
"L627936",36.9435467,-76.5102053
"L269271",32.1604004,-80.4817963
"L685618",36.056786,-76.651133
"L717762",41.20608,-71.50067
"L732310",36.547132,-76.372624
"L717763",41.20586,-71.50076
"L269245",32.1554985,-80.4590988
"L7173476",37.417847,-77.526316
"L17024764",37.418267,-77.525697
"L17025239",37.417888,-77.525936
"L269241",32.1514015,-80.4555969
"L1053428",37.6933973,-77.3560238
"L1119401",34.5970415,-74.8828125
"L1499084",36.8328652,-76.0546253
"L1453317",37.527651,-77.581777
"L1507248",37.337519,-77.433998
"L1400693",36.0574671,-76.638616
"L1491630",36.7317638,-76.3373529
"L1505067",36.7314446,-76.3372899
"L1400690",36.0574953,-76.6395092
"L1506831",37.449167,-77.433603
"L2099441",36.8013118,-76.1668216
"L1506977",37.45125,-77.438483
"L2168805",37.499599,-77.584528
"L1921337",37.332519,-77.5257319
"L2143633",37.3374753,-77.4339551
"L2166899",37.5383545,-77.5550331
"L2176796",37.0648389,-76.2870589
"L2216864",37.3921864,-77.6505667
"L2156867",36.6684189,-77.6074219
"L2121050",37.1345231,-76.4088383
"L2161841",37.064535,-76.289536
"L2143637",37.3375081,-77.4339862
"L2134242",37.53808,-77.554941
"L2120010",37.3920297,-77.6505452
"L2231697",37.5885098,-77.599622
"L1400694",36.0574389,-76.6377174
"L1400689",36.0575538,-76.6406974
"L2810341",37.6053077,-77.5920542
"L2767312",37.6033324,-77.5441141
"L2802885",36.68867,-76.9798317
"L1400687",36.0576731,-76.6414269
"L2766876",37.626408,-77.59408
"L2790375",37.9897744,-77.2161255
"L2802893",36.687986,-76.9802863
"L2708692",36.6977106,-76.936814
"L1506942",37.448917,-77.43065
"L2765216",36.7314272,-76.0752316
"L1506915",37.447567,-77.430783
"L1506870",37.450433,-77.43205
"L2838933",36.6869539,-76.9814929
"L1506835",37.4490961,-77.433355
"L1498342",37.452017,-77.4377
"L1506850",37.4502663,-77.4330776
"L1506843",37.4499,-77.43295
"L2836126",37.6013736,-77.5419438
"L2790367",37.9901168,-77.2163053
"L30561372",37.120456,-76.559794
"L1506910",37.448483,-77.431717
"L1498361",37.451467,-77.437717
"L2757802",36.6979481,-76.9369045
"L2945099",36.6980603,-76.9368542
"L2990401",37.300328,-76.526443
"L1506864",37.4499654,-77.4322152
"L3006484",37.3967799,-76.8006538
"L1506990",37.4514241,-77.4380982
"L1144352",37.72326,-76.4392514
"L3046677",37.6399232,-77.6197856
"L3046666",37.7236373,-76.4386442
"L2565570",36.0577305,-76.6422151
"L3561943",36.6979426,-76.9370482
"L3572242",36.5701141,-76.1148235
"L3636457",37.6931696,-77.5513635
"L1506963",37.4506892,-77.4303057
"L1498417",37.451817,-77.437183
"L1506983",37.4504643,-77.4385465
"L3658344",37.6931815,-77.5513721
"L3658374",37.6932034,-77.5513814
"L3658349",37.6931908,-77.551356
"L3658505",37.6932044,-77.5513625
"L3658513",37.6932163,-77.5513712
"L3659133",37.668173,-77.539349
"L1506957",37.4498093,-77.4301229
"L3694226",36.7498625,-76.6160516
"L1506988",37.4511146,-77.4380678
"L3658369",37.69319,-77.5513786
"L3658353",37.6931781,-77.5513614
"L4483046",37.45714,-77.661834
"L4620244",37.1134997,-76.4062013
"L4506008",37.581547,-77.6080683
"L4537682",37.4488967,-76.3671383
"L4515172",37.1134491,-76.4063205
"L1506969",37.4521241,-77.4386737
"L4506001",37.5809247,-77.6075426
"L4633469",36.9121939,-76.5343817
"L4717933",37.449016,-76.3670866
"L4643370",36.5217769,-77.1827316
"L4659788",37.1300333,-76.4575864
"L4660619",37.1300061,-76.4579176
"L4987877",37.9836,-76.6971
"L9211571",37.09815,-76.362227
"L5227403",37.3679232,-77.5732398
"L5227411",37.3659279,-77.5724888
"L5227394",37.3698502,-77.5760078
"L4179241",37.37199,-77.57896
"L5227301",37.3733801,-77.5792024
"L5227366",37.3599758,-77.5733471
"L5227357",37.3618348,-77.5725746
"L5227361",37.3607774,-77.5726175
"L5227342",37.3654035,-77.5717163
"L4269336",37.37087,-77.57848
"L5227331",37.3711782,-77.5748934
"L5227376",37.3575454,-77.5735402
"L5227374",37.3586028,-77.573508
"L5227328",37.3712528,-77.574833
"L5227315",37.3713509,-77.5768018
"L5227311",37.3704982,-77.5766623
"L5227381",37.3580144,-77.5725102
"L5227378",37.3571616,-77.5730038
"L5227500",37.38579,-77.5829
"L5227398",37.3695433,-77.5757504
"L5227383",37.3596006,-77.5725102
"L5227441",37.3877923,-77.5830138
"L5227283",37.3711889,-77.5797683
"L5227289",37.3724977,-77.5794974
"L5227325",37.3711718,-77.5747955
"L5227428",37.3760403,-77.5819087
"L5227437",37.3881034,-77.5825739
"L5227400",37.3687077,-77.5740767
"L5227349",37.3641543,-77.5720167
"L5227335",37.3712507,-77.5749242
"L5227346",37.3647682,-77.5718021
"L5227352",37.3624147,-77.5727463
"L5558302",36.7317895,-76.3373679
"L5670166",37.2711299,-76.7184827
"L5702077",36.7665984,-76.0056603
"L5668036",36.2407677,-76.1384897
"L5668020",36.2406616,-76.1386481
"L6059614",37.410961,-77.71167
"L6085273",37.4110867,-77.7116692
"L6085200",37.4109436,-77.7118627
"L7340153",37.4110692,-77.711776
"L7340477",37.411183,-77.7114753
"L7213796",36.8177782,-76.133407
"L7340402",37.4111417,-77.7117361
"L7431401",37.4110985,-77.7116776
"L7449346",37.4109917,-77.7116241
"L7287369",36.7709041,-76.0245884
"L268172",32.1473999,-80.4570999
"L268173",32.1477013,-80.4564972
"L268174",32.148201,-80.4561996
"L269242",32.1515999,-80.4554977
"L269263",32.155899,-80.4554977
"L456061",36.826476,-76.736891
"L268176",32.148201,-80.4562988
"L8988036",37.4974174,-77.5940857
"L8988049",37.497338,-77.593962
"L558211",37.42056,-77.693252
"L8892772",37.497407,-77.594125
"L7229231",36.985374,-76.747393
"L571391",40.55388,-73.28322
"L571393",40.55443,-73.28232
"L571394",40.55431,-73.28201
"L571396",40.55421,-73.28189
"L571388",40.55425,-73.28335
"L571376",40.55682,-73.28612
"L7122319",36.895313,-76.263383
"L9156113",37.070004,-76.358879
"L9156071",37.098528,-76.364196
"L8951614",36.98594,-76.747415
"L9171139",36.6123057,-76.659502
"L9011974",37.418365,-77.525816
"L7229241",36.986642,-76.747495
"L9226201",37.113657,-76.406446
"L627739",36.9348857,-76.5105915
"L627756",36.9354345,-76.5111279
"L627968",36.9408713,-76.51366
"L9060058",36.770351,-76.024712
"L9038245",37.4974556,-77.5937881
"L4633498",36.9123097,-76.5341323
"L627949",36.9420718,-76.5106773
"L9257495",36.985323,-76.749078
"L5668455",37.0843014,-76.5026772
"L684769",37.530337,-77.569514
"L9439791",36.895325,-76.263375
"L7229262",36.98663,-76.748273
"L7229218",36.98525,-76.748456
"L9353055",36.742329,-76.622091
"L23173591",37.032145,-76.387641
"L11282577",37.689358,-76.407013
"L11282503",37.694975,-76.403483
"L11282954",37.690188,-76.404967
"L7229279",36.985805,-76.748273
"L11095643",36.984734,-76.747932
"L11220399",37.697731,-77.617158
"L9302121",36.985835,-76.748171
"L11282516",37.695526,-76.403363
"L11220071",37.840032,-76.331179
"L11330150",37.443281,-76.83164
"L11282640",37.694925,-76.407878
"L11282547",37.691908,-76.411871
"L11282589",37.6885,-76.404041
"L11282625",37.691171,-76.402433
"L11282670",37.692568,-76.405349
"L11282657",37.692503,-76.407818
"L11282585",37.688411,-76.40713
"L11069343",37.4195633,-77.6946945
"L8951673",36.985835,-76.748509
"L11662362",37.452704,-77.465015
"L11063303",37.545225,-77.635759
"L11114624",37.840001,-76.330608
"L11152729",36.742375,-76.622127
"L11137040",37.4754058,-77.5309161
"L11282586",37.688552,-76.406103
"L11237979",37.76627,-77.566722
"L10962791",36.786875,-76.177989
"L11664246",37.667535,-77.686299
"L9156055",37.098114,-76.361379
"L11282561",37.690368,-76.41029
"L11294870",37.593178,-77.787693
"L18587716",36.709367,-76.175983
"L11282526",37.695227,-76.398626
"L11282647",37.695018,-76.406134
"L11282680",37.68999,-76.406592
"L11282621",37.69025,-76.401717
"L11282542",37.697613,-76.405115
"L11713865",37.693599,-76.400458
"L11282605",37.692938,-76.400375
"L4633504",36.911994,-76.534257
"L11282563",37.690887,-76.408737
"L11282567",37.689869,-76.408602
"L11095648",36.984546,-76.748447
"L11282652",37.694096,-76.405889
"L10854490",37.260848,-77.54967
"L10854480",37.260652,-77.550328
"L10875219",37.340481,-77.566159
"L5683656",36.9026129,-76.2171429
"L11137118",37.4751415,-77.5303917
"L11282642",37.695173,-76.407248
"L11282664",37.691991,-76.408583
"L11213070",37.4673882,-77.8151169
"L9156040",37.098216,-76.361633
"L11282635",37.693583,-76.403012
"L11607052",37.4674835,-77.8156662
"L11282572",37.688906,-76.407926
"L11448156",37.4002838,-77.7356491
"L11104354",37.475423,-77.53094
"L11736886",36.742419,-76.622102
"L10854510",37.261689,-77.549939
"L11282533",37.69712,-76.400171
"L11888535",37.452972,-77.465408
"L11882200",37.667548,-77.6863
"L12028689",37.17076,-76.445978
"L4588064",37.5813726,-77.6081488
"L11282596",37.685984,-76.404733
"L7756403",37.96222,-75.741666
"L11234952",36.742414,-76.622114
"L11282608",37.692029,-76.397901
"L10854453",37.261525,-77.550628
"L10854462",37.261256,-77.550529
"L10854546",37.261965,-77.550252
"L11664021",37.66753,-77.686299
"L9156099",37.071427,-76.357748
"L11213034",37.4673462,-77.8156509
"L11151871",37.841257,-76.331915
"L11282555",37.692278,-76.410617
"L14711152",36.741258,-76.214448
"L13994097",37.234939,-76.753282
"L15127840",37.040743,-76.447698
"L14350941",37.1134758,-76.5491333
"L15587780",37.040574,-76.447785
"L15833153",37.62514,-77.640247
"L15693071",37.410941,-77.711701
"L14454745",37.6251106,-77.6402359
"L14076584",36.692521,-76.656287
"L13955803",37.825548,-77.736691
"L14915120",37.1043739,-76.5325623
"L14225322",37.424169,-76.58366
"L14457726",37.625626,-77.640381
"L11836240",37.07451,-76.46076
"L14018833",37.238208,-76.754934
"L14128015",36.742752,-76.621764
"L15621845",37.76643,-77.566968
"L14883562",37.4110718,-77.711586
"L14359393",37.547282,-77.483652
"L14244014",37.547184,-77.483667
"L14064163",37.072614,-76.35605
"L14501559",37.152397,-76.561677
"L14610011",37.8307,-77.737764
"L14225698",36.7164536,-76.2418365
"L11253152",37.766268,-77.566768
"L9156081",37.098959,-76.365066
"L29014010",37.180731,-76.533384
"L15411303",37.104191,-76.532353
"L15364075",37.104344,-76.532282
"L15090921",37.46608,-77.814544
"L15027990",37.625125,-77.640232
"L15732405",37.46643,-77.816232
"L15243736",37.625212,-77.640264
"L14340704",37.467598,-77.8157043
"L29014537",37.177671,-76.536824
"L14400012",37.418133,-77.525889
"L7348191",36.911962,-76.533925
"L26522783",37.074686,-76.464914
"L15368685",37.071565,-76.358802
"L18518607",37.411116,-77.711738
"L695058",37.628074,-77.488646
"L18631168",37.766251,-77.566542
"L18412583",37.44839,-76.36755
"L18923089",37.685843,-77.770503
"L18205593",36.716285,-76.241558
"L19014675",37.040583,-76.447771
"L18252939",37.76641,-77.567038
"L19168951",37.448392,-76.367175
"L5227454",37.3870677,-77.5774562
"L22880760",37.032726,-76.3875
"L19849094",37.581212,-77.608019
"L19170882",37.466758,-77.81389
"L19014744",37.04072,-76.447704
"L18396868",37.580752,-77.859487
"L20125754",37.448627,-76.367335
"L18587673",36.709318,-76.176086
"L5227462",37.3869142,-77.576378
"L5227459",37.3874385,-77.5771129
"L5227482",37.3880437,-77.5756538
"L5227504",37.3886532,-77.5760669
"L5227476",37.3872936,-77.5753641
"L5594601",37.1222606,-76.378146
"L5677364",36.864942,-76.298417
"L5668308",36.7002154,-76.269477
"L5710501",37.283491,-77.470908
"L5662243",36.2310671,-76.1283098
"L4847655",37.95138,-75.6925
"L6059549",37.4109394,-77.7117008
"L5952528",37.5564261,-77.4007603
"L1506903",37.44895,-77.432233
"L1498329",37.4524309,-77.4377133
"L7195512",36.742343,-76.622141
"L7249525",36.895097,-76.263273
"L7195519",36.742282,-76.622
"L7237878",37.122293,-76.377824
"L7215352",37.271307,-76.672866
"L7481561",36.742389,-76.622191
"L7700048",37.9592,-75.7183
"L7393753",37.539309,-77.183365
"L7671394",37.947222,-75.735
"L7680828",37.1383672,-76.5530676
"L7394182",37.539377,-77.183164
"L7700184",37.958333,-75.698611
"L7658918",37.95,-75.70388
"L7661374",37.95833,-75.698611
"L7662000",37.943333,-75.688055
"L7799041",37.53971,-77.183566
"L8931862",36.742396,-76.622154
"L9224250",37.58111,-77.607779
"L9224272",37.581643,-77.607777
"L8967304",37.593173,-77.787346
"L9164623",36.785583,-76.180618
"L9261490",36.885382,-76.386575
"L9123235",36.685402,-76.558979
"L697361",37.5980906,-77.5728214
"L717811",37.78,-77.159
"L717808",37.7799074,-77.158699
"L715678",41.20651,-71.50051
"L772551",37.4235027,-76.5950555
"L779368",33.5780147,-75.4101563
"L726375",32.2499745,-79.9804688
"L810618",32.7965101,-79.9145508
"L889112",37.538038,-77.272022
"L554688",37.285,-76.512
"L864740",32.7318409,-79.8046875
"L956833",36.0535777,-77.4797746
"L881732",37.7893108,-77.5819355
"L881731",37.7898746,-77.5825685
"L881727",37.7896796,-77.5820482
"L960233",37.362651,-76.701672
"L905824",36.9014572,-76.4937302
"L1037322",34.4522185,-77.34375
"L30104089",37.033292,-76.385765
"L1053412",37.6968101,-77.3546183
"L1053416",37.66,-77.35
"L1166758",37.639794,-77.619575
"L1229370",29.3821751,-85.2539063
"L949508",39.2322531,-71.71875
"L19999255",37.5474,-77.483507
"L23252240",37.61071,-77.632856
"L23208326",36.991989,-76.603733
"L23568965",37.467255,-77.815092
"L22504260",37.660027,-76.456635
"L23624974",37.459122,-76.367241
"L23356601",37.40529,-76.55662
"L24059194",37.033625,-76.389913
"L23415994",37.481083,-77.540134
"L22880716",37.032253,-76.387164
"L22880834",37.034255,-76.387995
"L29124769",37.180319,-76.524599
"L24615743",37.72651,-77.138774
"L25662775",37.840029,-76.331109
"L29126048",37.178934,-76.521595
"L23714148",37.840304,-76.331467
"L22951816",37.547258,-77.483641
"L29126574",37.178018,-76.526322
"L25494520",36.709403,-76.176233
"L25930724",37.542431,-77.51895
"L25930773",37.542316,-77.51909
"L25623019",37.405399,-76.556651
"L26251430",37.032772,-76.388621
"L28333906",37.418138,-77.525883
"L23512195",37.433347,-77.721269
"L29014933",37.178375,-76.540235
"L29015345",37.179577,-76.539701
"L30255816",36.842835,-76.382995
"L29015305",37.179806,-76.539067
"L29124619",37.182425,-76.525962
"L25145289",37.040741,-76.447756
"L23219177",37.033057,-76.388873
"L29127065",37.181026,-76.530033
"L30788603",37.822054,-77.688009
"L30497095",36.474393,-76.034101
"L23884913",37.138829,-76.451012
"L28851834",36.647477,-76.201993
"L30788943",37.820676,-77.688969
"L30953625",36.125651,-77.36512
"L29123302",37.182972,-76.531777
"L29123620",37.180812,-76.529027
"L30628643",37.240598,-76.702603
"L29008507",36.648672,-76.20289
"L30900664",36.647961,-76.202138
"L29015859",37.178729,-76.537951
"L29123086",37.181742,-76.533221
"L29124717",37.182125,-76.523946
"L29122637",37.180784,-76.538276
"L29122578",37.179218,-76.538125
"L29126745",37.178327,-76.528383
"L30613337",36.462318,-77.653751
"L29125519",37.180835,-76.52278
"L29125704",37.181654,-76.521914
"L29838635",37.032186,-76.386337
"L29126461",37.177643,-76.523767
"L29124366",37.179687,-76.52569
"L29125406",37.179588,-76.522483
"L29229893",37.178491,-76.526076
"L29125936",37.179182,-76.520155
"L29126530",37.178303,-76.524635
"L29839189",37.033068,-76.387172
"L30789047",37.821807,-77.687114
"L31541022",37.405303,-76.557034
"L29535115",37.167108,-76.556403
"L32039481",37.640551,-77.390861
"L22880572",37.031773,-76.386593
"L29125132",37.179079,-76.524592
"L30832823",37.543867,-77.536901
"L31354052",36.930447,-76.229117
"L29015475",37.177734,-76.539
"L29122866",37.180652,-76.536189
"L30900334",36.647573,-76.202548
"L30256321",36.843022,-76.382784
"L29994846",37.542427,-77.51874
"L29014968",37.178518,-76.539647
"L29015979",37.178499,-76.536233
"L29016036",37.179429,-76.535233
"L29016126",37.179203,-76.534232
"L29014320",37.181433,-76.531498
"L33031892",37.040753,-76.447731
"L30898782",36.646668,-76.202944
"L33016585",36.714959,-76.630635
"L29126845",37.177671,-76.529785
"L33171198",37.167125,-76.556429
"L29014169",37.180143,-76.533262
"L30788720",37.821572,-77.688617
"L29014508",37.177948,-76.537053
"L30718981",37.547427,-77.483534
"L29123020",37.180735,-76.534958
"L29548228",37.178713,-76.532486
"L33007254",36.714747,-76.631116
"L33593834",37.078294,-76.506594
"L28851768",36.647924,-76.201941
"L33571162",36.715124,-76.630808
"L30355970",37.418295,-77.525808
"L33912897",36.696634,-76.245146
"L34770656",37.405374,-76.556666
"L29123324",37.182744,-76.531147
"L43335543",36.647922,-76.201928
